date_published,title,description,keywords,html_url,github_url,colab_url,image_name
3/8/21,Are wealthier nations more anxious?,A brief look into some GDP data paired with national anxiety scores from ourworldindata.org,"DALYs, Regression, Public Health",http://htmlpreview.github.io/?https://github.com/NathanZorndorf/personal-data-science-projects/blob/main/anxiety-and-wealth/anxiety-and-poverty.ipynb,https://github.com/NathanZorndorf/personal-data-science-projects/blob/main/anxiety-and-wealth/anxiety-and-poverty.ipynb,https://colab.research.google.com/github/NathanZorndorf/personal-data-science-projects/blob/main/anxiety-and-wealth/anxiety-and-poverty.ipynb,dalys.png
